,Main Category,Child Category,GrandChild Category,Prompt,Translate
915,Drawing_and_Art_Mediums,Text,,Words,词条
916,Drawing_and_Art_Mediums,Text,,Lexemes,Lexemes
917,Drawing_and_Art_Mediums,Text,,Graphemes,符号
918,Drawing_and_Art_Mediums,Text,,Says,说法
919,Drawing_and_Art_Mediums,Text,,Says Hello,"说：""你好"
920,Drawing_and_Art_Mediums,Text,,Caption,标题
921,Drawing_and_Art_Mediums,Art Types Printed,,Print,印刷品
922,Drawing_and_Art_Mediums,Art Types Printed,,Printed,打印的
923,Drawing_and_Art_Mediums,Art Types Printed,,3D Printed,3D打印的
924,Drawing_and_Art_Mediums,Art Types Printed,,Inkjet Printed,喷墨打印的
925,Drawing_and_Art_Mediums,Art Types Printed,,Laser Printed,激光打印的
926,Drawing_and_Art_Mediums,Art Types Printed,,Concept Art,概念艺术
927,Drawing_and_Art_Mediums,Art Types Printed,,Logo,徽标
928,Drawing_and_Art_Mediums,Art Types Printed,,Stamp,印章
929,Drawing_and_Art_Mediums,Art Types Printed,,Postage Stamp,邮票
930,Drawing_and_Art_Mediums,Art Types Printed,,Business Card,商务卡
931,Drawing_and_Art_Mediums,Art Types Printed,,Magazine,杂志
932,Drawing_and_Art_Mediums,Art Types Printed,,Comic Book,漫画书
933,Drawing_and_Art_Mediums,Art Types Printed,,up Book,上一页 书
934,Drawing_and_Art_Mediums,Art Types Printed,,Kids Book,儿童读物
935,Drawing_and_Art_Mediums,Art Types Printed,,Album Art,专辑艺术
936,Drawing_and_Art_Mediums,Art Types Printed,,Instruction Manual,指导手册
937,Drawing_and_Art_Mediums,Art Types Printed,,IKEA Guide,宜家指南
938,Drawing_and_Art_Mediums,Art Types Printed,,Poster,海报
939,Drawing_and_Art_Mediums,Art Types Printed,,Movie Poster,电影海报
940,Drawing_and_Art_Mediums,Art Types Printed,,Concert Poster,音乐会海报
941,Drawing_and_Art_Mediums,Art Types Printed,,Collage,拼贴
942,Drawing_and_Art_Mediums,Art Types Printed,,Risograph,日记本
943,Drawing_and_Art_Mediums,Art Types Printed,,Block Printing,块状印刷
944,Drawing_and_Art_Mediums,Art Types Printed,,Lithography,平版印刷
945,Drawing_and_Art_Mediums,Art Types Printed,,Viscosity Print,黏度打印
946,Drawing_and_Art_Mediums,Art Types Printed,,Transfer Printing,转移印刷
947,Drawing_and_Art_Mediums,Art Types Printed,,Flexography,柔版印刷
948,Drawing_and_Art_Mediums,Art Types Printed,,Bagh Print,巴格打印
949,Drawing_and_Art_Mediums,Art Types Printed,,Bagru Print,巴格鲁打印
950,Drawing_and_Art_Mediums,Art Types Printed,,Drypoint,干点法
951,Drawing_and_Art_Mediums,Art Types Printed,,Metalcut,金属切割
952,Drawing_and_Art_Mediums,Art Types Printed,,Blueprint,蓝图
953,Drawing_and_Art_Mediums,Art Types Printed,,Sticker,贴纸
954,Drawing_and_Art_Mediums,Art Types Printed,,Barcode,条形码
955,Drawing_and_Art_Mediums,Art Types Printed,,QR Code,二维码
956,Drawing_and_Art_Mediums,Art Types Printed,,Pokemon Card,口袋妖怪卡
957,Drawing_and_Art_Mediums,Art Types Printed,,Pokémon,神奇宝贝
958,Drawing_and_Art_Mediums,Art Types Printed,,Pokémon Card,神奇宝贝卡
959,Drawing_and_Art_Mediums,Physical Mediums,Origami,Origami,折纸的
960,Drawing_and_Art_Mediums,Physical Mediums,Origami,Rigid Origami,刚性折纸
961,Drawing_and_Art_Mediums,Physical Mediums,Origami,Modular Origami,模块化折纸
962,Drawing_and_Art_Mediums,Physical Mediums,Origami,Kirigami,雾神
963,Drawing_and_Art_Mediums,Physical Mediums,Origami,Moneygami,钱加美
964,Drawing_and_Art_Mediums,Physical Mediums,Origami,Chinese Paper Art,中国纸艺
965,Drawing_and_Art_Mediums,Physical Mediums,Origami,Sonobe,索诺比
966,Drawing_and_Art_Mediums,Physical Mediums,Mosaic,Mosaic,马赛克
967,Drawing_and_Art_Mediums,Physical Mediums,Mosaic,Micromosaic,微马赛克
968,Drawing_and_Art_Mediums,Physical Mediums,Mosaic,Glass Mosaic,玻璃马赛克
969,Drawing_and_Art_Mediums,Physical Mediums,Mosaic,Photographic Mosaic,摄影马赛克
970,Drawing_and_Art_Mediums,Physical Mediums,Mosaic,Impressionist Mosaic,印象派马赛克
971,Drawing_and_Art_Mediums,Physical Mediums,Mosaic,Pietra Dura,坚硬的石头
972,Drawing_and_Art_Mediums,Physical Mediums,Mosaic,Encaustic Tile,胶合板砖
973,Drawing_and_Art_Mediums,Physical Mediums,Mosaic,Ancient Roman Mosaic,古罗马马赛克
974,Drawing_and_Art_Mediums,Physical Mediums,"Framed, Banner, and Decal",Frame,框架
975,Drawing_and_Art_Mediums,Physical Mediums,"Framed, Banner, and Decal",Framed,有框
976,Drawing_and_Art_Mediums,Physical Mediums,"Framed, Banner, and Decal",Wooden Frame,木质框架
977,Drawing_and_Art_Mediums,Physical Mediums,"Framed, Banner, and Decal",Wooden Framed,木制框架
978,Drawing_and_Art_Mediums,Physical Mediums,"Framed, Banner, and Decal",Wall Decal,墙贴
979,Drawing_and_Art_Mediums,Physical Mediums,"Framed, Banner, and Decal",Signage,标志牌
980,Drawing_and_Art_Mediums,Physical Mediums,"Framed, Banner, and Decal",Tapestry,挂毯
981,Drawing_and_Art_Mediums,Physical Mediums,"Framed, Banner, and Decal",Bayeux Tapestry,贝叶挂毯
982,Drawing_and_Art_Mediums,Physical Mediums,"Framed, Banner, and Decal",In The Style of Bayeux Tapestry,贝叶挂毯的风格
983,Drawing_and_Art_Mediums,Physical Mediums,"Framed, Banner, and Decal",Minoan Mural,米诺斯壁画
984,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Pyrography,火烧术
985,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Model,模型
986,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Modeling,建模
987,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Mayan Sculpture,玛雅人的雕塑
988,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Woodturning,木材加工
989,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Work,工作
990,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Lath Art,板条艺术
991,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Bentwood,弯曲的木头
992,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Woodblock Print,木版画
993,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Intarsia,英塔拉西亚
994,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Wood Marquetry,木质拼花
995,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Straw Marquetry,稻草拼花
996,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Scrimshaw,皱纹
997,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Sgraffito,斯格雷菲托
998,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Hardstone Carving,硬石雕刻
999,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Leather Crafting,皮具制作
1000,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Bejeweled,珠光宝气
1001,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Engraved Gem,雕刻的宝石
1002,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Lapidary,石匠
1003,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Intaglio,凹版画
1004,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Lacquer,漆器
1005,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Carved Lacquer,雕花漆器
1006,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Papercutting,剪纸
1007,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Paper Model,纸质模型
1008,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Mache,做出
1009,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Fretwork,网状结构
1010,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Card,卡片
1011,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Linocut,利诺卡特
1012,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Puppet,木偶
1013,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Balloon Modelling,气球模型制作
1014,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Balloon Twisting,拧气球
1015,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Computer Chip,计算机芯片
1016,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Oshibana,大花
1017,Drawing_and_Art_Mediums,Physical Mediums,"Carving, Etching, and Modeling",Figurine,塑像
1018,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Glaze,釉面
1019,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Overglaze,釉上彩
1020,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Inglaze,英格拉兹
1021,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Salt Glaze Pottery,盐釉陶器
1022,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Glazed Pottery,釉面陶器
1023,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Cameo Glass,浮雕玻璃
1024,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Enameled Glass,搪瓷玻璃
1025,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Glass Blowing,玻璃吹制
1026,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Paleolithic Pottery,旧石器时代的陶器
1027,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Neolithic Pottery,新石器时代的陶器
1028,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Stoneware,石器
1029,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Slipware,滑石器皿
1030,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Chintzware,瓷器
1031,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Agateware,阿加特伍德
1032,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Lustreware,蝗蝗虫
1033,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Bone China,骨质瓷
1034,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Bone Carving,骨雕
1035,Drawing_and_Art_Mediums,Physical Mediums,Pottery and Glass,Ornament,饰品
1036,Drawing_and_Art_Mediums,Physical Mediums,Light,Light Art,光艺术
1037,Drawing_and_Art_Mediums,Physical Mediums,Light,Light Painting,光画
1038,Drawing_and_Art_Mediums,Physical Mediums,Light,Lightpainting,光绘
1039,Drawing_and_Art_Mediums,Physical Mediums,Light,Projection Mapping,投影测绘
1040,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Arts and Crafts,艺术和手工艺
1041,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Resin,树脂
1042,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Enamel Pin,珐琅针
1043,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Beadwork,串珠工艺
1044,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Beads and String,珠子和绳子
1045,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Beads and Yarn,珠子和纱线
1046,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Sticker Bomb,贴纸炸弹
1047,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Tattoo,纹身
1048,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Colle,科尔
1049,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Assemblage,装配
1050,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Featherwork,羽毛工艺
1051,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Latte Art,牛奶艺术
1052,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Coffee Stain,咖啡渍
1053,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Smoke Art,烟雾艺术
1054,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Hedge Trimming,绿篱修剪
1055,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Specific art,具体艺术
1056,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Public Art,公共艺术
1057,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Ironwork,铁艺工程
1058,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Carpentry,木工
1059,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Diorama,迪奥拉玛
1060,Drawing_and_Art_Mediums,Physical Mediums,Other Physical Mediums,Hatmaking,制帽
1061,Drawing_and_Art_Mediums,Other,,Stencil,模板
1062,Drawing_and_Art_Mediums,Other,,Negative Space,负空间
1063,Drawing_and_Art_Mediums,Other,,Outlined,概述
1064,Drawing_and_Art_Mediums,Other,,Scrapbooking,剪贴簿
1065,Drawing_and_Art_Mediums,Other,,Mixed Media,混合媒体
1066,Drawing_and_Art_Mediums,Other,,Frottage,弗洛塔奇
1067,Drawing_and_Art_Mediums,Other,,Glitter,闪闪发光
1068,Drawing_and_Art_Mediums,Other,,Kamikiri,上切岛
1069,Drawing_and_Art_Mediums,Other,,Indian Art,印度艺术
1070,Drawing_and_Art_Mediums,Other,,Soviet Art,苏联艺术
1071,Drawing_and_Art_Mediums,Other,,Cosmorama,宇宙飞船
2231,Structural_Modification,"Spirals, Loops, and Helixes",,Whirl,漩涡
2232,Structural_Modification,"Spirals, Loops, and Helixes",,Spiraling,螺旋式上升
2233,Structural_Modification,"Spirals, Loops, and Helixes",,Spiral,螺旋式
2234,Structural_Modification,"Spirals, Loops, and Helixes",,Hyperbolic Spiral,双曲螺旋
2235,Structural_Modification,"Spirals, Loops, and Helixes",,Euler Spiral,欧拉螺旋
2236,Structural_Modification,"Spirals, Loops, and Helixes",,s Spiral,螺线型
2237,Structural_Modification,"Spirals, Loops, and Helixes",,Logarithmic Spiral,对数螺旋
2238,Structural_Modification,"Spirals, Loops, and Helixes",,Doyle Spiral,多伊尔螺旋
2239,Structural_Modification,"Spirals, Loops, and Helixes",,Triskelion,三角洲
2240,Structural_Modification,"Spirals, Loops, and Helixes",,Spiral of Theodorus,西奥多罗斯的螺旋
2241,Structural_Modification,"Spirals, Loops, and Helixes",,Archimedean Spiral,阿基米德螺旋
2242,Structural_Modification,"Spirals, Loops, and Helixes",,Golden Spiral,金色的螺旋
2243,Structural_Modification,"Spirals, Loops, and Helixes",,loop,运行
2244,Structural_Modification,"Spirals, Loops, and Helixes",,Loopy,循环
2245,Structural_Modification,"Spirals, Loops, and Helixes",,Twisted,扭曲
2246,Structural_Modification,Curves and Waves,,Sinuous,阴性
2247,Structural_Modification,Curves and Waves,,Dimpled,凹陷的
2248,Structural_Modification,Curves and Waves,,Incurved,弯弯曲曲
2249,Structural_Modification,Curves and Waves,,Arched,拱形的
2250,Structural_Modification,Curves and Waves,,Arciform,Arciform
2251,Structural_Modification,Curves and Waves,,Arrondi,Arrondi
2252,Structural_Modification,Curves and Waves,,Sigmoid,乙字型
2253,Structural_Modification,Curves and Waves,,Serpentine,蛇形结构
2254,Structural_Modification,Circular,,Concentric,同心的
2255,Structural_Modification,Circular,,Concentric Circles,同心圆
2256,Structural_Modification,Circular,,Concentric Rings,同心圆环
2257,Structural_Modification,Circular,,Concentric Spheres,同心球体
2258,Structural_Modification,Circular,,Contour,轮廓图
2259,Structural_Modification,Circular,,Circinate,循环式
2260,Structural_Modification,Circular,,Orbicular,眶内
2261,Structural_Modification,Circular,,Oblique,倾斜的
2262,Structural_Modification,Other,,Zag,扎格
2263,Structural_Modification,Other,,Deflate,放气
2264,Structural_Modification,Other,,Inflate,膨胀
2265,Structural_Modification,Other,,Incline,坡度
2266,Structural_Modification,Other,,Biflected,双折的
2267,Structural_Modification,Other,,Knot,结
2268,Structural_Modification,Other,,Unknot,解结
2269,Structural_Modification,Other,,Entangled,纠缠不清
2270,Structural_Modification,Other,,Celtic Knot,凯尔特人结
2271,Structural_Modification,Other,,Hollow,中空
2272,Structural_Modification,Other,,Enbowed,弓箭手
1072,Experimental,Made-up Artists,,Painted by Vincent Bob Gray,文森特-鲍勃-格雷画的
1073,Experimental,Made-up Artists,,Painted by Redrick J Hubedrin,画家：Redrick J Hubedrin
1074,Experimental,Made-up Artists,,Painted by Leandrew Bengolstein,画家：Leandrew Bengolstein
1075,Experimental,Made-up Artists,,Art by Rickolas Veneyfield,艺术：Rickolas Veneyfield
1076,Experimental,Made-up Artists,,Art by Gandelif Jamarison,艺术：甘德夫-贾玛里森
1077,Experimental,Made-up Words,,Halometric Patterns,Halometric模式
1078,Experimental,Made-up Words,,Lumametric,荧光剂（Lumametric
1079,Experimental,Made-up Words,,Nortonious,尊敬的各位来宾
1080,Experimental,Made-up Words,,Proporastable,可持续发展
1081,Experimental,Made-up Words,,Prospeartented,有前途的
1082,Experimental,Made-up Words,,Psychromvolucence,心理波动
1083,Experimental,Made-up Words,,Shimmavolucent,微妙的透明性
1084,Experimental,Made-up Words,,Transchromacy,跨国并购
1085,Experimental,Made-up Words,,Origummy,奥利古米
1086,Experimental,Known Made-up Words,,Supercalifragilisticexpialidocious,超级霹雳雳火
1087,Experimental,Known Made-up Words,,Fiddlededee,翡冷翠
1088,Experimental,Chaos Prompts,,qwje90qhj329r,qwje90qhj329r
1089,Geometry,2D Shapes,,Point,观点
1090,Geometry,2D Shapes,,Dot,点
1091,Geometry,2D Shapes,,Line,线路
1092,Geometry,2D Shapes,,Curve,曲线
1093,Geometry,2D Shapes,,Bezier Curve,贝赛尔曲线
1094,Geometry,2D Shapes,,Square,方形
1095,Geometry,2D Shapes,,Heptagon,海普顿
1096,Geometry,2D Shapes,,Nonagon,壬辰倭乱
1097,Geometry,2D Shapes,,Decagon,十角形
1098,Geometry,2D Shapes,,Parallelogram,平行四边形
1099,Geometry,2D Shapes,,Rhombus,菱形
1100,Geometry,2D Shapes,,Star,星级
1101,Geometry,2D Shapes,,Heart,心脏
1102,Geometry,2D Shapes,,Spirangle,斯皮尔格
1103,Geometry,3D Shapes,,Cube,立方体
1104,Geometry,3D Shapes,,Cuboid,长方体
1105,Geometry,3D Shapes,,Sphere,球体
1106,Geometry,3D Shapes,,Cylinder,汽缸
1107,Geometry,3D Shapes,,Torus,托鲁斯
1108,Geometry,3D Shapes,,Pyramid,金字塔
1109,Geometry,3D Shapes,,Cone,锥体
1110,Geometry,3D Shapes,,Rectangular Prism,矩形棱镜
1111,Geometry,3D Shapes,,Star Prism,星棱镜
1112,Geometry,3D Shapes,,Wedge,楔形
1113,Geometry,3D Shapes,,Zonohedron,二次方体
1114,Geometry,3D Shapes,,Tetrahedron,四面体
1115,Geometry,3D Shapes,,Octahedron,八面体
1116,Geometry,3D Shapes,,Dodecahedron,十二面体
1117,Geometry,3D Shapes,,Icosahedron,二十面体
1118,Geometry,3D Shapes,,Poinsot Polyhedra,庞索多面体
1119,Geometry,3D Shapes,,Cuboctahedron,立体八面体
1120,Geometry,3D Shapes,,Rhombicuboctahedron,菱形正八面体
1121,Geometry,3D Shapes,,Icosidodecahedron,伊科斯十二面体
1122,Geometry,3D Shapes,,Rhombicosidodecahedron,菱形十二面体
1123,Geometry,3D Shapes,,Cupola,冲天炉
1124,Geometry,3D Shapes,,Anticupola,安提古波拉
1125,Geometry,3D Shapes,,Hypercupolae,下丘脑
1126,Geometry,3D Shapes,,Bicupola,Bicupola
1127,Geometry,3D Shapes,,Frustum,福禄寿
1128,Geometry,3D Shapes,,Bifrustum,Bifrustum
1129,Geometry,3D Shapes,,Rotunda,旋转大厅
1130,Geometry,3D Shapes,,Birotunda,生物园地
1131,Geometry,3D Shapes,,Scutoid,Scutoid
1132,Geometry,3D Shapes,,Bipyramid,双金字塔
1133,Geometry,3D Shapes,,Star Bipyramid,星际双金字塔
1134,Geometry,3D Shapes,,Antiprism,反棱镜
1135,Geometry,3D Shapes,,Star Trapezohedron,星形梯形体
1136,Geometry,3D Shapes,,Spherical Polyhedron,球形多面体
1137,Geometry,3D Shapes,,Mobius Strip,莫比乌斯带
1138,Geometry,3D Shapes,,Miura Fold,三浦褶皱
1139,Geometry,4D Hyper Shapes,,Hyperplane,超平面
1140,Geometry,4D Hyper Shapes,,Hypersurface,超表面
1141,Geometry,4D Hyper Shapes,,Hypercube,超立方体
1142,Geometry,4D Hyper Shapes,,Tesseract,宇宙魔方
1143,Geometry,4D Hyper Shapes,,Hyperprism,超棱镜
1144,Geometry,4D Hyper Shapes,,Hypersphere,超球体
1145,Geometry,4D Hyper Shapes,,Hypercylinder,超级圆柱体
1146,Geometry,4D Hyper Shapes,,Hypertorus,高血脂
1147,Geometry,4D Hyper Shapes,,Hyperpyramid,超级金字塔
1148,Geometry,4D Hyper Shapes,,Hypercone,亢龙有悔
1149,Geometry,4D Hyper Shapes,,Klein Bottle,小瓶装
1150,Geometry,4D Hyper Shapes,,Hyperzonohedron,超宗面体
1151,Geometry,4D Hyper Shapes,,Hypertetrahedron,超四面体
1152,Geometry,4D Hyper Shapes,,Hyperoctahedron,次八面体
1153,Geometry,4D Hyper Shapes,,Hyperdodecahedron,超十二面体
1154,Geometry,4D Hyper Shapes,,Hypericosahedron,双十面体
1155,Geometry,4D Hyper Shapes,,Flexible Polyhedron,灵活的多面体
1156,Geometry,Degenerate Shapes,,Monogon,梦之城_梦之城娱乐_梦之城国际娱乐_梦之城国际娱乐平台
1157,Geometry,Degenerate Shapes,,Digon,迪贡
1158,Geometry,Geometric Styles,,Geometric,几何图形
1159,Geometry,Geometric Styles,,Euclidian,欧几里得
1160,Geometry,Geometric Styles,,Polygon,蓼蓝
1161,Geometry,Geometric Styles,,Platonic Solids,柏拉图实体
1162,Geometry,Geometric Styles,,Archimedean Solids,阿基米德实体
1163,Geometry,Geometric Styles,,Catalan Solids,加泰罗尼亚语固体
1164,Geometry,Geometric Properties,,Vertex,顶点
1165,Geometry,Geometric Properties,,Edge,边缘
1166,Geometry,Geometric Properties,,Surface,表面
1167,Geometry,Geometric Properties,,Exterior,外观
1168,Geometry,Geometric Properties,,Anterior,上一篇
1169,Geometry,Geometric Properties,,Convex,凸面
1170,Geometry,Geometric Properties,,Concave,凹型
1171,Geometry,Geometric Properties,,Asymmetric,非对称性
1172,Geometry,Geometric Properties,,Equiangular,等离子型
1173,Geometry,Geometric Properties,,Equilateral,等边
1174,Geometry,Geometric Properties,,Cyclic,周期性的
1175,Geometry,Geometric Properties,,Tangential,切线
1176,Geometry,Geometric Properties,,Rectilinear,直线型
1177,Geometry,Geometric Properties,,Traverse,頝甇
1178,Geometry,Geometric Properties,,Quasi,几乎
1179,Geometry,Geometric Properties,,Regular,常规
1180,Geometry,Geometric Properties,,Isogonal,等效性
1181,Geometry,Geometric Properties,,Isotoxal,异托克索尔
1182,Geometry,Geometric Properties,,Stellation,卫星定位
1183,Geometry,Geometric Properties,,Ehrhart Polynomial,艾尔哈特多项式
1184,Geometry,Geometric Properties,,Ideal Polyhedron,理想的多面体
1185,Geometry,Topology Styles,,Topology,拓扑结构
1186,Geometry,Topology Styles,,Topological,拓扑学
2273,Themes,Realism/Abstraction,,Realistic,现实的
2274,Themes,Realism/Abstraction,,Hyper Real,超真实
2275,Themes,Realism/Abstraction,,Photorealistic,写实的
2276,Themes,Realism/Abstraction,,Realism,现实主义
2277,Themes,Realism/Abstraction,,Magic Realism,魔幻现实主义
2278,Themes,Realism/Abstraction,,Fantastic Realism,奇妙的现实主义
2279,Themes,Realism/Abstraction,,Classical Realism,古典现实主义
2280,Themes,Realism/Abstraction,,Contemporary Realism,当代现实主义
2281,Themes,Realism/Abstraction,,Surreal,超现实的
2282,Themes,Realism/Abstraction,,Unrealistic,不切实际
2283,Themes,Realism/Abstraction,,Science Fiction,科幻小说
2284,Themes,Realism/Abstraction,,Imagined,想象中的
2285,Themes,Realism/Abstraction,,Imaginative,富有想象力的
2286,Themes,Realism/Abstraction,,Imagination,想象力
2287,Themes,Realism/Abstraction,,Dream,梦想
2288,Themes,Realism/Abstraction,,Dreamcore,梦想核心
2289,Themes,Realism/Abstraction,,Weirdcore,诡异的核心
2290,Themes,Realism/Abstraction,,Worldly,世俗的
2291,Themes,Realism/Abstraction,,Otherworldly,异世界的
2292,Themes,Realism/Abstraction,,Unworldly,非世界性的
2293,Themes,Realism/Abstraction,,From Another Realm,来自另一个世界的人
2294,Themes,Realism/Abstraction,,Wonderland,仙境
2295,Themes,Realism/Abstraction,,Lucid,琉璃体
2296,Themes,Realism/Abstraction,,Ethereal,虚无缥缈
2297,Themes,Realism/Abstraction,,Anemoiacore,蚂蚁金服
2298,Themes,Realism/Abstraction,,Déjà vu,似曾相识的感觉
2299,Themes,Realism/Abstraction,,Abstract,摘要
2300,Themes,Realism/Abstraction,,Abstraction,抽象法
2301,Themes,Realism/Abstraction,,Lyrical Abstraction,抒情抽象
2302,Themes,Realism/Abstraction,,Fantasy,幻想
2303,Themes,Realism/Abstraction,,Ethereal Fantasy,空灵的幻想
2304,Themes,Realism/Abstraction,,Dark Fantasy,黑暗幻想
2305,Themes,Realism/Abstraction,,Fantasy Map,幻想地图
2306,Themes,Realism/Abstraction,,Illusion,幻觉
2307,Themes,Realism/Abstraction,,Impossible,不可能的
2308,Themes,Realism/Abstraction,,Nonsense,胡说八道
2309,Themes,Realism/Abstraction,,Immaterial,不重要
2310,Themes,Retro/Modern,,Retro,复古
2311,Themes,Retro/Modern,,Retrowave,复古波
2312,Themes,Retro/Modern,,Nostalgiacore,怀旧的人
2313,Themes,Retro/Modern,,Nostalgia,怀旧情结
2314,Themes,Retro/Modern,,Antique,古董
2315,Themes,Retro/Modern,,Prehistoricore,历史学家
2316,Themes,Retro/Modern,,Jurassic,侏罗纪
2317,Themes,Retro/Modern,,Ice Age,冰河时代
2318,Themes,Retro/Modern,,Wild West,狂野西部
2319,Themes,Retro/Modern,,Modern,现代
2320,Themes,Retro/Modern,,Modernismo,现代主义
2321,Themes,Retro/Modern,,Future Funk,未来乐章
2322,Themes,Retro/Modern,,Cassette Futurism,卡带式未来主义
2323,Themes,Retro/Modern,,Afrofuturist,非洲未来主义者
2324,Themes,Sci-fi,,Sci-fi,科幻片
2325,Themes,Sci-fi,,Terrestrial,陆地
2326,Themes,Sci-fi,,Extraterrestrial,地外世界
2327,Themes,Sci-fi,,Alien,外星人
2328,Themes,Sci-fi,,Aurora,奥罗拉
2329,Themes,Sci-fi,,Aurorae,曙光号
2330,Themes,Sci-fi,,Auroracore,曙光之城
2331,Themes,Sci-fi,,Magic,魔术
2332,Themes,Sci-fi,,Magical,神奇的
2333,Themes,Sci-fi,,Psychic,通灵
2334,Themes,Sci-fi,,Metaphysical,玄学
2335,Themes,Sci-fi,,UFO,飞碟
2336,Themes,Sci-fi,,Lightsaber,光剑
2337,Themes,Sci-fi,,Fairycore,仙核
2338,Themes,Sci-fi,,Spriggancore,挤压
2339,Themes,Sci-fi,,Angelcore,阳光芯
2340,Themes,Sci-fi,,Supernatural,超自然
2341,Themes,Sci-fi,,Cryptidcore,隐秘的核心
